zin_id,system,cover_text,stego_text,capacity_bits,bits_hidden,ppl_cover,ppl_stego,delta_ppl
87,abbreviations,Dit verschijnsel blijft controversieel binnen de wetenschappelijke gemeenschap.,Dit verschijnsel blijft controversieel binnen de wetenschappelijke gemeenschap.,0,0,4.764273248699149,4.764273248699149,0.0
87,combined,Dit verschijnsel blijft controversieel binnen de wetenschappelijke gemeenschap.,Dit verschijnsel blijft controversieel binnen de wetenschappelijke wereld.,1,1,4.764273248699149,3.6774625616847274,-1.0868106870144212
88,synonyms,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije omgeving.,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije buurt.,2,2,6.651470825841338,10.193036577296436,3.5415657514550976
88,abbreviations,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije omgeving.,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije omgeving.,1,1,6.651470825841338,6.651470825841338,0.0
88,combined,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije omgeving.,Mogelijk ontstaan de geluiden door elektrostatische ontladingen in de nabije buurt.,3,2,6.651470825841338,10.193036577296436,3.5415657514550976
89,synonyms,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,1,1,9.46863786839776,9.46863786839776,0.0
89,abbreviations,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,0,0,9.46863786839776,9.46863786839776,0.0
89,combined,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,Toerisme rond het noorderlicht is uitgegroeid tot een belangrijke industrie.,1,1,9.46863786839776,9.46863786839776,0.0
90,synonyms,Hele regio's zijn economisch afhankelijk geworden van noorderlichttoeristen.,Hele regio's zijn economisch afhankelijk maken van noorderlichttoeristen.,1,1,13.094058440962703,33.809770381410594,20.71571194044789
90,abbreviations,Hele regio's zijn economisch afhankelijk geworden van noorderlichttoeristen.,Hele regio's zijn economisch afh. geworden van noorderlichttoeristen.,1,1,13.094058440962703,57.853357275228255,44.75929883426555
90,combined,Hele regio's zijn economisch afhankelijk geworden van noorderlichttoeristen.,Hele regio's zijn economisch afhankelijk maken van noorderlichttoeristen.,2,2,13.094058440962703,33.809770381410594,20.71571194044789
91,synonyms,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,1,1,29.027880834133292,29.027880834133292,0.0
91,abbreviations,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,0,0,29.027880834133292,29.027880834133292,0.0
91,combined,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,Speciaal ontworpen igloohotels bieden gasten een uniek uitzicht op de hemel.,1,1,29.027880834133292,29.027880834133292,0.0
92,synonyms,Veel touroperators organiseren nachttochten naar afgelegen observatiepunten.,Veel touroperators voorzien nachttochten naar afgelegen observatiepunten.,1,1,38.79051925692926,87.14390765307942,48.353388396150166
92,abbreviations,Veel touroperators organiseren nachttochten naar afgelegen observatiepunten.,Veel touroperators organiseren nachttochten naar afgelegen observatiepunten.,0,0,38.79051925692926,38.79051925692926,0.0
92,combined,Veel touroperators organiseren nachttochten naar afgelegen observatiepunten.,Veel touroperators voorzien nachttochten naar afgelegen observatiepunten.,1,1,38.79051925692926,87.14390765307942,48.353388396150166
93,synonyms,Klimaatverandering zou invloed kunnen hebben op de zichtbaarheid van noorderlicht.,Klimaatverandering zou invloed kunnen bezitten op de zichtbaarheid van noorderlicht.,2,2,3.6920938785934108,9.660477947370742,5.968384068777331
93,abbreviations,Klimaatverandering zou invloed kunnen hebben op de zichtbaarheid van noorderlicht.,Klimaatverandering zou invloed kunnen hebben op de zichtbaarheid van noorderlicht.,0,0,3.6920938785934108,3.6920938785934108,0.0
93,combined,Klimaatverandering zou invloed kunnen hebben op de zichtbaarheid van noorderlicht.,Klimaatverandering zou invloed kunnen bezitten op de zichtbaarheid van noorderlicht.,2,2,3.6920938785934108,9.660477947370742,5.968384068777331
94,synonyms,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,1,1,10.54733349069129,10.54733349069129,0.0
94,abbreviations,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,0,0,10.54733349069129,10.54733349069129,0.0
94,combined,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,Veranderingen in de atmosfeer kunnen de lichtshows beïnvloeden.,1,1,10.54733349069129,10.54733349069129,0.0
95,synonyms,Wetenschappers bestuderen deze effecten om toekomstige patronen te voorspellen.,Wetenschappers onderzoeken deze effecten om toekomstige patronen te voorspellen.,1,1,17.081156251544424,21.309208938961113,4.228052687416689
95,abbreviations,Wetenschappers bestuderen deze effecten om toekomstige patronen te voorspellen.,Wetenschappers bestuderen deze effecten om toekomstige patronen te voorspellen.,0,0,17.081156251544424,17.081156251544424,0.0
95,combined,Wetenschappers bestuderen deze effecten om toekomstige patronen te voorspellen.,Wetenschappers onderzoeken deze effecten om toekomstige patronen te voorspellen.,1,1,17.081156251544424,21.309208938961113,4.228052687416689
96,synonyms,"Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.","Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.",0,0,10.979947830564123,10.979947830564123,0.0
96,abbreviations,"Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.","Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.",0,0,10.979947830564123,10.979947830564123,0.0
96,combined,"Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.","Het noorderlicht blijft mensen inspireren in kunst, literatuur en muziek.",0,0,10.979947830564123,10.979947830564123,0.0
97,synonyms,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,0,0,6.660665188481091,6.660665188481091,0.0
97,abbreviations,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,0,0,6.660665188481091,6.660665188481091,0.0
97,combined,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,Componisten hebben symfonieën geschreven geïnspireerd door de dansende lichten.,0,0,6.660665188481091,6.660665188481091,0.0
98,synonyms,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,1,1,5.723597261299109,5.723597261299109,0.0
98,abbreviations,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,0,0,5.723597261299109,5.723597261299109,0.0
98,combined,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,Schilders probeerden eeuwenlang de etherische schoonheid op doek vast te leggen.,1,1,5.723597261299109,5.723597261299109,0.0
99,synonyms,In de moderne tijd verschijnen noorderlichten op duizenden foto's en video's dagelijks.,In de moderne eeuw komen noorderlichten op duizenden foto's en video's dagelijks.,2,2,10.770178102677981,26.960847611753902,16.19066950907592
99,abbreviations,In de moderne tijd verschijnen noorderlichten op duizenden foto's en video's dagelijks.,In de moderne tijd verschijnen noorderlichten op duizenden foto's en video's dagelijks.,0,0,10.770178102677981,10.770178102677981,0.0
99,combined,In de moderne tijd verschijnen noorderlichten op duizenden foto's en video's dagelijks.,In de moderne eeuw komen noorderlichten op duizenden foto's en video's dagelijks.,2,2,10.770178102677981,26.960847611753902,16.19066950907592
100,synonyms,Toch blijft het directe ervaren van dit fenomeen onvergelijkbaar en magisch.,Toch blijft het directe ervaren van dit fenomeen onvergelijkbaar en magisch.,0,0,21.359361004131614,21.359361004131614,0.0
100,abbreviations,Toch blijft het directe ervaren van dit fenomeen onvergelijkbaar en magisch.,Toch blijft het directe ervaren v.d. fenomeen onvergelijkbaar en magisch.,1,1,21.359361004131614,42.99306600268421,21.633704998552595
100,combined,Toch blijft het directe ervaren van dit fenomeen onvergelijkbaar en magisch.,Toch blijft het directe ervaren v.d. fenomeen onvergelijkbaar en magisch.,1,1,21.359361004131614,42.99306600268421,21.633704998552595
101,synonyms,"Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die ervaring nooit meer.","Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die kennis nooit meer.",1,1,2.585906694127837,2.9316731836499392,0.3457664895221022
101,abbreviations,"Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die ervaring nooit meer.","Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die ervaring nooit meer.",0,0,2.585906694127837,2.585906694127837,0.0
101,combined,"Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die ervaring nooit meer.","Wie het noorderlicht ooit met eigen ogen heeft gezien, vergeet die kennis nooit meer.",1,1,2.585906694127837,2.9316731836499392,0.3457664895221022
102,synonyms,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,1,1,27.031349107227864,27.031349107227864,0.0
102,abbreviations,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,0,0,27.031349107227864,27.031349107227864,0.0
102,combined,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,Vuurtorens hebben eeuwenlang schepen veilig door gevaarlijke wateren geleid.,1,1,27.031349107227864,27.031349107227864,0.0
103,synonyms,"Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.","Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.",0,0,15.154477270653064,15.154477270653064,0.0
103,abbreviations,"Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.","Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.",0,0,15.154477270653064,15.154477270653064,0.0
103,combined,"Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.","Deze imposante bouwwerken markeren rotsachtige kusten, ondiepe gebieden en havenmonding.",0,0,15.154477270653064,15.154477270653064,0.0
104,synonyms,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,0,0,4.618908101547602,4.618908101547602,0.0
104,abbreviations,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,0,0,4.618908101547602,4.618908101547602,0.0
104,combined,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,De oudste bekende vuurtoren stond in de haven van Alexandrië in Egypte.,0,0,4.618908101547602,4.618908101547602,0.0
105,synonyms,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,1,1,13.719249748678624,13.719249748678624,0.0
105,abbreviations,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,1,1,13.719249748678624,13.719249748678624,0.0
105,combined,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,Deze Pharos van Alexandrië behoorde tot de zeven wereldwonderen van de oudheid.,2,2,13.719249748678624,13.719249748678624,0.0
106,synonyms,Het bouwwerk reikte naar verluidt meer dan honderd meter de hoogte in.,Het gebouw reikte naar verluidt meer dan honderd meter de hoogte in.,2,2,5.34372855592772,5.114775410110278,-0.2289531458174423
106,abbreviations,Het bouwwerk reikte naar verluidt meer dan honderd meter de hoogte in.,Het bouwwerk reikte naar verluidt meer dan honderd meter de hoogte in.,0,0,5.34372855592772,5.34372855592772,0.0
106,combined,Het bouwwerk reikte naar verluidt meer dan honderd meter de hoogte in.,Het gebouw reikte naar verluidt meer dan honderd meter de hoogte in.,2,2,5.34372855592772,5.114775410110278,-0.2289531458174423
107,synonyms,Een groot vuur brandde bovenin om schepen de weg te wijzen.,Een groot vuur brandde bovenin om schepen de weg te wijzen.,1,1,7.167614919454656,7.167614919454656,0.0
107,abbreviations,Een groot vuur brandde bovenin om schepen de weg te wijzen.,Een groot vuur brandde bovenin om schepen de weg te wijzen.,0,0,7.167614919454656,7.167614919454656,0.0
107,combined,Een groot vuur brandde bovenin om schepen de weg te wijzen.,Een groot vuur brandde bovenin om schepen de weg te wijzen.,1,1,7.167614919454656,7.167614919454656,0.0
108,synonyms,Spiegels reflecteerden het licht zodat het over grote afstanden zichtbaar was.,Spiegels reflecteerden het raam zodat het over grote afstanden zichtbaar was.,1,1,2.4169220273191203,2.8661401329927587,0.4492181056736384
108,abbreviations,Spiegels reflecteerden het licht zodat het over grote afstanden zichtbaar was.,Spiegels reflecteerden het licht zodat het over grote afstanden zichtbaar was.,0,0,2.4169220273191203,2.4169220273191203,0.0
108,combined,Spiegels reflecteerden het licht zodat het over grote afstanden zichtbaar was.,Spiegels reflecteerden het raam zodat het over grote afstanden zichtbaar was.,1,1,2.4169220273191203,2.8661401329927587,0.4492181056736384
109,synonyms,Na de val van het Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,Na de ondergang van het Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,1,1,6.290644314827231,8.747983129523163,2.457338814695932
109,abbreviations,Na de val van het Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,Na de val v.h. Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,1,1,6.290644314827231,17.084941727246512,10.794297412419281
109,combined,Na de val van het Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,Na de ondergang van het Romeinse Rijk verdween veel kennis over vuurtorentechnologie.,2,2,6.290644314827231,8.747983129523163,2.457338814695932
110,synonyms,In de Middeleeuwen werden slechts eenvoudige bakens onderhouden door monniken.,In de Middeleeuwen werden slechts eenvoudige bakens onderhouden door monniken.,0,0,30.982922362546276,30.982922362546276,0.0
110,abbreviations,In de Middeleeuwen werden slechts eenvoudige bakens onderhouden door monniken.,In de ME werden slechts eenvoudige bakens onderhouden door monniken.,1,1,30.982922362546276,120.40144461361821,89.41852225107193
110,combined,In de Middeleeuwen werden slechts eenvoudige bakens onderhouden door monniken.,In de ME werden slechts eenvoudige bakens onderhouden door monniken.,1,1,30.982922362546276,120.40144461361821,89.41852225107193
111,synonyms,Deze religieuze gemeenschappen zagen het als hun plicht om zeelieden te beschermen.,Deze religieuze gemeenschappen houden het als hun plicht om zeelieden te beschermen.,1,1,11.548632014839946,23.718514249615055,12.169882234775109
111,abbreviations,Deze religieuze gemeenschappen zagen het als hun plicht om zeelieden te beschermen.,Deze religieuze gemeenschappen zagen het als hun plicht om zeelieden te beschermen.,0,0,11.548632014839946,11.548632014839946,0.0
111,combined,Deze religieuze gemeenschappen zagen het als hun plicht om zeelieden te beschermen.,Deze religieuze gemeenschappen houden het als hun plicht om zeelieden te beschermen.,1,1,11.548632014839946,23.718514249615055,12.169882234775109
112,synonyms,De Renaissance bracht een hernieuwde belangstelling voor navigatie en scheepvaart.,De Renaissance bracht een hernieuwde belangstelling voor navigatie en navigatie.,3,3,12.00643946885546,9.345456952241912,-2.6609825166135472
112,abbreviations,De Renaissance bracht een hernieuwde belangstelling voor navigatie en scheepvaart.,De Renaissance bracht een hernieuwde belangstelling voor navigatie en scheepvaart.,1,1,12.00643946885546,12.00643946885546,0.0
112,combined,De Renaissance bracht een hernieuwde belangstelling voor navigatie en scheepvaart.,De Renaissance bracht een hernieuwde belangstelling voor navigatie en navigatie.,4,4,12.00643946885546,9.345456952241912,-2.6609825166135472
113,synonyms,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,0,0,32.97424187798001,32.97424187798001,0.0
113,abbreviations,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,0,0,32.97424187798001,32.97424187798001,0.0
113,combined,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,Kooplieden en havensteden investeerden in permanente vuurtorens van steen.,0,0,32.97424187798001,32.97424187798001,0.0
114,synonyms,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,0,0,48.459599532537126,48.459599532537126,0.0
114,abbreviations,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,0,0,48.459599532537126,48.459599532537126,0.0
114,combined,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,De vuurtorenwachter werd een essentieel beroep langs alle kusten.,0,0,48.459599532537126,48.459599532537126,0.0
115,synonyms,Deze eenzame wachters leefden vaak maanden in isolatie met hun gezin.,Deze eenzame wachters bestaan vaak maanden in afzondering met hun familie.,3,3,28.825856882348546,35.218504790039056,6.39264790769051
115,abbreviations,Deze eenzame wachters leefden vaak maanden in isolatie met hun gezin.,Deze eenzame wachters leefden vaak maanden in isolatie met hun gezin.,0,0,28.825856882348546,28.825856882348546,0.0
115,combined,Deze eenzame wachters leefden vaak maanden in isolatie met hun gezin.,Deze eenzame wachters bestaan vaak maanden in afzondering met hun familie.,3,4,28.825856882348546,35.218504790039056,6.39264790769051
116,synonyms,Hun taak was het onderhouden van het licht en het bijhouden van logboeken.,Hun doel was het onderhouden van het licht en het onderhouden van logboeken.,2,2,8.459974204525567,24.3576521463416,15.897677941816033
116,abbreviations,Hun taak was het onderhouden van het licht en het bijhouden van logboeken.,Hun taak was het onderhouden v.h. licht en het bijhouden van logboeken.,1,1,8.459974204525567,27.090502680943228,18.63052847641766
116,combined,Hun taak was het onderhouden van het licht en het bijhouden van logboeken.,Hun doel was het onderhouden v.h. licht en het onderhouden van logboeken.,3,3,8.459974204525567,38.838288231501046,30.37831402697548
117,synonyms,Walvisolie werd eeuwenlang gebruikt als brandstof voor vuurtorenlampen.,Walvisolie werd eeuwenlang gebruikt als brandstof voor vuurtorenlampen.,0,0,39.99147278994249,39.99147278994249,0.0
117,abbreviations,Walvisolie werd eeuwenlang gebruikt als brandstof voor vuurtorenlampen.,Walvisolie werd eeuwenlang gebruikt als brandstof vr vuurtorenlampen.,1,1,39.99147278994249,403.9921529515652,364.00068016162265
117,combined,Walvisolie werd eeuwenlang gebruikt als brandstof voor vuurtorenlampen.,Walvisolie werd eeuwenlang gebruikt als brandstof vr vuurtorenlampen.,1,1,39.99147278994249,403.9921529515652,364.00068016162265
118,synonyms,"De vlam moest constant branden, ongeacht het weer of de omstandigheden.","De vlam moest constant branden, ongeacht het weer of de omstandigheden.",0,0,4.364018556622587,4.364018556622587,0.0
118,abbreviations,"De vlam moest constant branden, ongeacht het weer of de omstandigheden.","De vlam moest constant branden, ongeacht het weer of de omstandigheden.",0,0,4.364018556622587,4.364018556622587,0.0
118,combined,"De vlam moest constant branden, ongeacht het weer of de omstandigheden.","De vlam moest constant branden, ongeacht het weer of de omstandigheden.",0,0,4.364018556622587,4.364018556622587,0.0
119,synonyms,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,0,0,46.89408017024614,46.89408017024614,0.0
119,abbreviations,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,0,0,46.89408017024614,46.89408017024614,0.0
119,combined,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,In de negentiende eeuw revolutioneerde de Fresnel-lens de vuurtorentechnologie.,0,0,46.89408017024614,46.89408017024614,0.0
120,synonyms,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,1,1,14.951628907220837,14.951628907220837,0.0
120,abbreviations,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,0,0,14.951628907220837,14.951628907220837,0.0
120,combined,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,Deze speciale lens kon het licht bundelen en versterken tot ongekende afstanden.,1,1,14.951628907220837,14.951628907220837,0.0
121,synonyms,Een enkele olielamp werd zo krachtig als een enorm vuur.,Een enkele olielamp werd zo krachtig als een enorm vuur.,0,0,20.651631192289496,20.651631192289496,0.0
121,abbreviations,Een enkele olielamp werd zo krachtig als een enorm vuur.,Een enkele olielamp werd zo krachtig als een enorm vuur.,0,0,20.651631192289496,20.651631192289496,0.0
121,combined,Een enkele olielamp werd zo krachtig als een enorm vuur.,Een enkele olielamp werd zo krachtig als een enorm vuur.,0,0,20.651631192289496,20.651631192289496,0.0
122,synonyms,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,0,0,135.98568018462842,135.98568018462842,0.0
122,abbreviations,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,0,0,135.98568018462842,135.98568018462842,0.0
122,combined,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,De karakteristieke flitspatronen hielpen zeelieden verschillende vuurtorens te identificeren.,0,0,135.98568018462842,135.98568018462842,0.0
123,synonyms,Elke vuurtoren kreeg een uniek ritme van licht en duisternis.,Elke vuurtoren kreeg een uniek ritme van licht en donker.,1,1,35.563014378371754,40.51559944139111,4.952585063019356
123,abbreviations,Elke vuurtoren kreeg een uniek ritme van licht en duisternis.,Elke vuurtoren kreeg een uniek ritme van licht en duisternis.,0,0,35.563014378371754,35.563014378371754,0.0
123,combined,Elke vuurtoren kreeg een uniek ritme van licht en duisternis.,Elke vuurtoren kreeg een uniek ritme van licht en donker.,1,1,35.563014378371754,40.51559944139111,4.952585063019356
124,synonyms,"Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.","Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.",2,2,7.426050716605146,7.426050716605146,0.0
124,abbreviations,"Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.","Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.",0,0,7.426050716605146,7.426050716605146,0.0
124,combined,"Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.","Sommige flitsten elke vijf seconden, andere lieten langere intervallen zien.",2,2,7.426050716605146,7.426050716605146,0.0
125,synonyms,Rode en groene filters werden toegevoegd om extra informatie te geven.,Rode en groene filters werden toegevoegd om extra informatie te geven.,0,0,5.135390449723448,5.135390449723448,0.0
125,abbreviations,Rode en groene filters werden toegevoegd om extra informatie te geven.,Rode en groene filters werden toegevoegd om extra informatie te geven.,0,0,5.135390449723448,5.135390449723448,0.0
125,combined,Rode en groene filters werden toegevoegd om extra informatie te geven.,Rode en groene filters werden toegevoegd om extra informatie te geven.,0,0,5.135390449723448,5.135390449723448,0.0
126,synonyms,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,0,0,12.946827245127453,12.946827245127453,0.0
126,abbreviations,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,0,0,12.946827245127453,12.946827245127453,0.0
126,combined,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,De komst van elektriciteit maakte vuurtorens nog betrouwbaarder en krachtiger.,0,0,12.946827245127453,12.946827245127453,0.0
127,synonyms,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,0,0,17.33408819533059,17.33408819533059,0.0
127,abbreviations,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,0,0,17.33408819533059,17.33408819533059,0.0
127,combined,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,Automatische systemen vervingen geleidelijk de menselijke vuurtorenwachters.,0,0,17.33408819533059,17.33408819533059,0.0
128,synonyms,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,1,1,2.5310484283678454,2.5310484283678454,0.0
128,abbreviations,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,1,1,2.5310484283678454,2.5310484283678454,0.0
128,combined,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,Tegen het einde van de twintigste eeuw waren de meeste vuurtorens volledig geautomatiseerd.,2,2,2.5310484283678454,2.5310484283678454,0.0
129,synonyms,Moderne navigatietechnologie zoals GPS verminderde het belang van vuurtorens.,Moderne navigatietechnologie zoals GPS verminderde het gewicht van vuurtorens.,1,1,14.451167887413868,12.042403505451643,-2.408764381962225
129,abbreviations,Moderne navigatietechnologie zoals GPS verminderde het belang van vuurtorens.,Moderne navigatietechnologie zoals GPS verminderde het belang van vuurtorens.,0,0,14.451167887413868,14.451167887413868,0.0
129,combined,Moderne navigatietechnologie zoals GPS verminderde het belang van vuurtorens.,Moderne navigatietechnologie zoals GPS verminderde het gewicht van vuurtorens.,1,1,14.451167887413868,12.042403505451643,-2.408764381962225
130,synonyms,Toch blijven ze functioneren als backup voor elektronische systemen.,Toch blijven ze functioneren als backup voor elektronische systemen.,1,1,24.6660236410903,24.6660236410903,0.0
130,abbreviations,Toch blijven ze functioneren als backup voor elektronische systemen.,Toch blijven ze functioneren als backup voor elektronische systemen.,1,1,24.6660236410903,24.6660236410903,0.0
130,combined,Toch blijven ze functioneren als backup voor elektronische systemen.,Toch blijven ze functioneren als backup vr elektronische systemen.,2,2,24.6660236410903,96.37548107217135,71.70945743108105
131,synonyms,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,1,1,6.053207810758828,6.053207810758828,0.0
131,abbreviations,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,0,0,6.053207810758828,6.053207810758828,0.0
131,combined,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,Veel historische vuurtorens zijn nu beschermde monumenten geworden.,1,1,6.053207810758828,6.053207810758828,0.0
132,synonyms,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,0,0,35.36614794025336,35.36614794025336,0.0
132,abbreviations,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,0,0,35.36614794025336,35.36614794025336,0.0
132,combined,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,Toeristen bezoeken deze iconen van maritieme geschiedenis in grote getallen.,0,0,35.36614794025336,35.36614794025336,0.0
133,synonyms,Sommige vuurtorens zijn omgebouwd tot musea of vakantieverblijven.,Sommige vuurtorens zijn omgebouwd tot musea of vakantieverblijven.,0,0,5.640628310627572,5.640628310627572,0.0
